,datetime,average_temperature_C,total_net_AC_voltage_V,total_time_run_total_h,total_todays_energy_kWh,total_Export Energy,total_last_active_fault,total_yesterdays_energy_kWh,average_average_cosphii_percent,total_Accumulated Export Energy,total_output_current_A,total_output_power_kW,total_time_run_today_h,total_time_run_yesterday_h,total_energy_counter_MWh,total_DC_voltage_DCV,total_net_frequency_Hz,total_grid_connections,WMS 01 ambient_temperature,WMS 01 irradiance,WMS 01 wind_speed,hour
0,2024-08-01 00:00:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,28.0,0.0,19.0,0.0
1,2024-08-01 00:10:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,28.0,0.0,20.0,0.0
2,2024-08-01 00:20:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,28.0,0.0,21.0,0.0
3,2024-08-01 00:30:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,28.0,0.0,27.0,0.0
4,2024-08-01 00:40:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,28.0,0.0,22.0,0.0
5,2024-08-01 00:50:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,28.0,0.0,17.0,0.0
6,2024-08-01 01:00:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,28.0,0.0,24.0,1.0
7,2024-08-01 01:10:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,28.0,0.0,28.0,1.0
8,2024-08-01 01:20:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,27.0,0.0,19.0,1.0
9,2024-08-01 01:30:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,27.0,0.0,16.0,1.0
10,2024-08-01 01:40:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,27.0,0.0,15.0,1.0
11,2024-08-01 01:50:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,27.0,0.0,16.0,1.0
12,2024-08-01 02:00:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,27.0,0.0,27.0,2.0
13,2024-08-01 02:10:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,27.0,0.0,22.0,2.0
14,2024-08-01 02:20:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,27.0,0.0,22.5,2.0
15,2024-08-01 02:30:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,27.0,0.0,23.0,2.0
16,2024-08-01 02:40:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,27.0,0.0,19.0,2.0
17,2024-08-01 02:50:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,27.0,0.0,15.0,2.0
18,2024-08-01 03:00:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,27.0,0.0,17.0,2.0
19,2024-08-01 03:10:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,27.0,0.0,12.0,3.0
20,2024-08-01 03:20:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,27.0,0.0,28.0,3.0
21,2024-08-01 03:30:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,27.0,0.0,24.666666666666668,3.0
22,2024-08-01 03:40:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,27.0,0.0,21.333333333333332,3.0
23,2024-08-01 03:50:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,27.0,0.0,18.0,3.0
24,2024-08-01 04:00:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,27.0,0.0,14.0,4.0
25,2024-08-01 04:10:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,26.0,0.0,22.0,4.0
26,2024-08-01 04:20:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,26.0,0.0,20.5,4.0
27,2024-08-01 04:30:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,26.0,0.0,19.0,4.0
28,2024-08-01 04:40:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,26.0,0.0,21.0,4.0
29,2024-08-01 04:50:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,26.0,0.0,24.0,4.0
30,2024-08-01 05:00:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,26.0,0.0,21.0,4.0
31,2024-08-01 05:10:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,26.0,0.0,18.0,4.5
32,2024-08-01 05:20:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,26.0,0.0,15.0,5.0
33,2024-08-01 05:30:00,0.0,0.0,84561.0,32470.0,0.0,182.5,21455.0,0.0,0.0,0.0,0.0,19.0,17.0,59194.0,0.0,0.0,27256.0,26.0,0.0,14.0,5.0
34,2024-08-01 05:40:00,0.0,0.0,56211.0,18290.0,0.0,146.0,15870.0,0.0,0.0,0.0,0.0,13.0,12.0,39838.8,0.0,0.0,17690.0,26.0,0.0,13.0,5.0
35,2024-08-01 05:50:00,0.0,0.0,84561.0,32470.0,0.0,219.0,27040.0,0.0,0.0,0.0,0.0,25.0,22.0,59194.0,0.0,0.0,27256.0,26.0,0.0,22.0,5.0
36,2024-08-01 06:00:00,25.0,922.0,84561.0,0.0,0.0,0.0,32470.0,0.0,0.0,0.0,0.0,0.0,25.0,59194.0,1540.3333333333333,161.42933333333335,27256.0,26.0,0.0,17.0,6.0
37,2024-08-01 06:10:00,29.333333333333332,1030.0,84561.0,0.0,0.0,0.0,32470.0,0.0,0.0,0.0,0.0,0.0,25.0,59194.0,2036.0,181.608,27256.0,26.0,5.0,16.0,6.0
38,2024-08-01 06:20:00,30.222222222222225,1036.0,84561.0,0.0,0.0,0.0,32470.0,0.9847412109375,0.0,33.166666666666664,53.16666666666667,0.0,25.0,59194.0,1732.5,181.608,27256.0,26.0,16.0,11.0,6.0
39,2024-08-01 06:30:00,31.444444444444443,1030.0,84561.0,0.0,0.0,0.0,32470.0,0.9847412109375,0.0,38.333333333333336,108.33333333333334,0.0,25.0,59194.0,1815.3333333333337,181.608,27256.0,26.0,32.0,14.0,6.0
40,2024-08-01 06:40:00,32.407407407407405,1031.6666666666667,84561.0,0.0,0.0,48.666666666666664,32470.0,0.9847412109375,33.33333333333333,50.55555555555556,195.22222222222223,0.0,25.0,59194.1,1915.5555555555557,181.608,27256.0,26.0,54.0,16.0,6.333333333333333
41,2024-08-01 06:50:00,33.370370370370374,1033.3333333333333,56240.0,0.0,0.0,97.33333333333331,32470.0,0.9847412109375,66.66666666666666,62.77777777777778,282.1111111111111,0.0,25.0,39248.3,2015.7777777777776,181.608,18019.0,26.0,76.0,18.0,6.666666666666667
42,2024-08-01 07:00:00,34.333333333333336,1035.0,84561.0,0.0,0.0,146.0,32470.0,0.9847412109375,100.0,75.0,369.0,0.0,25.0,59194.1,2116.0,181.608,27256.0,26.0,98.0,20.0,7.0
43,2024-08-01 07:10:00,35.25,1046.5,84561.0,0.0,0.0,73.0,32470.0,0.9847412109375,200.0,79.75,403.25,0.0,25.0,59194.23333333333,2075.75,181.608,27256.0,26.5,108.5,15.0,7.0
44,2024-08-01 07:20:00,36.166666666666664,1058.0,84561.0,0.0,0.0,0.0,32470.0,0.9847412109375,300.0,84.5,437.5,0.0,25.0,59194.3,2035.5,181.608,27256.0,27.0,119.0,10.0,7.0
45,2024-08-01 07:30:00,37.166666666666664,1055.5,84561.0,0.0,0.0,0.0,32470.0,0.9847412109375,400.0,93.0,486.0,0.0,25.0,59194.399999999994,2045.5,181.608,27256.0,27.0,130.0,18.0,7.0
46,2024-08-01 07:40:00,37.333333333333336,1059.5,84561.0,0.0,0.0,0.0,32470.0,0.9847412109375,400.0,109.0,553.0,0.0,25.0,59194.399999999994,2041.0,181.608,27256.0,27.0,145.0,12.0,7.0
47,2024-08-01 07:50:00,38.333333333333336,1060.0,84561.0,0.0,0.0,0.0,32470.0,0.9847412109375,600.0,150.0,803.0,0.0,25.0,59194.600000000006,2052.0,181.608,27256.0,27.0,189.0,18.0,7.0
48,2024-08-01 08:00:00,43.166666666666664,1049.7,84562.0,150.0,0.0,0.0,32470.0,0.9847412109375,700.0,223.2,1179.6,0.0,25.0,59194.7,2049.9,181.608,27257.0,27.0,240.0,12.0,8.0
49,2024-08-01 08:10:00,46.666666666666664,1022.0,84562.0,380.0,100.0,0.0,32470.0,0.9847412109375,1000.0,306.0,1604.0,0.0,25.0,59195.0,2016.0,181.608,27257.0,27.0,282.0,19.0,8.0
50,2024-08-01 08:20:00,45.2,1026.1333333333332,84562.0,624.0,0.0,0.0,32470.0,0.9847412109375,1200.0,356.26666666666665,1887.8666666666668,0.0,25.0,59195.28666666667,2001.5333333333333,181.608,27257.2,28.0,372.0,22.0,8.0
51,2024-08-01 08:30:00,55.75,1057.5,84562.0,1150.0,0.0,0.0,32470.0,0.9847412109375,1500.0,365.5,1986.25,0.0,25.0,59195.55,2000.0,181.608,27260.0,28.0,429.0,13.0,8.0
52,2024-08-01 08:40:00,55.0,1064.0,84562.0,1930.0,0.0,0.0,32470.0,0.9847412109375,1900.0,413.0,2263.0,0.0,25.0,59195.899999999994,1941.0,181.608,27260.0,28.0,460.0,31.0,8.0
53,2024-08-01 08:50:00,58.388888888888886,1061.8333333333333,84562.0,2470.0,50.0,0.0,32470.0,0.9847412109375,2350.0,448.3333333333333,2473.5,0.4999999999999999,25.0,59196.2,1924.0,181.608,27260.0,28.5,528.5,23.5,8.5
54,2024-08-01 09:00:00,61.77777777777778,1059.6666666666667,84563.0,3560.0,100.0,0.0,32470.0,0.9847412109375,2800.0,483.66666666666663,2684.0,1.0,25.0,59196.8,1907.0,181.608,27260.0,29.0,597.0,16.0,9.0
55,2024-08-01 09:10:00,62.263888888888886,1052.0833333333333,84565.0,4341.0,150.0,0.0,32470.0,0.9847412109375,3250.0,479.9583333333333,2645.875,1.0,25.0,59197.119999999995,1903.125,181.608,27260.0,29.5,611.5,22.0,9.0
56,2024-08-01 09:20:00,62.75,1044.5,84565.0,5247.5,200.0,0.0,32470.0,0.9847412109375,3700.0,476.25,2607.75,1.0,25.0,59197.7,1899.25,181.608,27260.0,30.0,626.0,28.0,9.0
57,2024-08-01 09:30:00,62.166666666666664,1042.5,84565.0,6140.0,0.0,0.0,32470.0,0.9847412109375,4000.0,452.0,2453.0,3.0,25.0,59198.0,1877.0,181.608,27260.0,29.0,600.0,11.0,9.0
58,2024-08-01 09:40:00,64.5,1045.5,84565.0,6805.0,0.0,0.0,32470.0,0.9847412109375,4450.0,476.25,2610.75,3.0,25.0,59198.41666666667,1845.0,181.608,27260.0,29.5,670.5,20.0,9.0
59,2024-08-01 09:50:00,66.83333333333333,1048.5,84565.0,7895.0,0.0,0.0,32470.0,0.9847412109375,4900.0,500.5,2768.5,3.0,25.0,59198.899999999994,1813.0,181.608,27260.0,30.0,741.0,29.0,9.0
60,2024-08-01 10:00:00,59.5,1051.0,84566.0,8730.0,100.0,0.0,32470.0,0.9847412109375,5300.0,404.25,2197.25,4.0,25.0,59199.425,1861.5,181.608,27260.0,31.0,580.0,21.0,10.0
61,2024-08-01 10:10:00,61.41666666666667,1050.5,84567.75,9247.5,50.0,0.0,32470.0,0.9847412109375,5700.0,419.625,2287.125,4.0,25.0,59199.7,1859.75,181.608,27260.0,31.0,606.0,21.0,10.0
62,2024-08-01 10:20:00,63.333333333333336,1050.0,84568.0,10170.0,0.0,0.0,32470.0,0.9847412109375,6100.0,435.0,2377.0,4.0,25.0,59200.1,1858.0,181.608,27260.0,31.0,632.0,21.0,10.0
63,2024-08-01 10:30:00,62.04444444444445,1043.4,84568.0,11020.666666666666,0.0,0.0,32470.0,0.9847412109375,6400.0,438.8666666666667,2375.5333333333338,6.0,25.0,59200.513333333336,1866.9333333333336,181.608,27260.0,31.0,716.0,23.0,10.0
64,2024-08-01 10:40:00,57.333333333333336,1050.0,84568.0,11725.0,100.0,0.0,32470.0,0.9847412109375,6900.0,382.0,2055.0,6.0,25.0,59200.9,1919.5,181.608,27260.0,31.0,587.0,12.0,10.0
65,2024-08-01 10:50:00,69.8888888888889,1058.1666666666667,84568.0,12643.333333333334,0.0,0.0,32470.0,0.9847412109375,7200.0,510.0,2826.8333333333335,6.0,25.0,59201.316666666666,1841.1666666666663,181.608,27260.0,31.0,931.0,16.0,10.0
66,2024-08-01 11:00:00,63.166666666666664,1051.0,84569.0,13425.0,200.0,0.0,32470.0,0.9847412109375,7700.0,413.0,2247.0,7.0,25.0,59201.75000000001,1859.5,181.608,27260.0,31.0,660.0,24.0,11.0
67,2024-08-01 11:10:00,67.66666666666667,1052.0,84571.0,14270.0,100.0,0.0,32470.0,0.9847412109375,8200.0,519.0,2872.0,7.0,25.0,59202.2,1852.0,181.608,27260.0,31.0,850.0,30.0,11.0
68,2024-08-01 11:20:00,72.33333333333333,1056.0,84571.0,15230.0,200.0,0.0,32470.0,0.9847412109375,8700.0,530.0,2946.0,7.0,25.0,59202.7,1841.0,181.608,27260.0,32.0,991.0,39.0,11.0
69,2024-08-01 11:30:00,76.0,1058.0,84571.0,16300.0,100.0,0.0,32470.0,0.9847412109375,9200.0,566.0,3177.0,9.0,25.0,59203.2,1817.0,181.608,27260.0,32.0,1006.0,32.0,11.0
70,2024-08-01 11:40:00,71.44444444444444,1054.6666666666667,84571.0,17220.0,0.0,0.0,32470.0,0.9847412109375,9600.0,506.33333333333337,2792.0,9.0,25.0,59203.66666666667,1869.6666666666663,181.608,27260.0,32.0,878.0,35.0,11.0
71,2024-08-01 11:50:00,67.44444444444444,1061.1666666666667,84571.0,17778.0,50.0,0.0,32470.0,0.9847412109375,10050.0,474.6666666666667,2625.833333333333,9.5,25.0,59203.98,1882.6666666666663,181.608,27260.0,32.0,884.5,34.5,11.5
72,2024-08-01 12:00:00,63.44444444444445,1067.6666666666667,84572.0,18840.0,100.0,0.0,32470.0,0.9847412109375,10500.0,443.0,2459.6666666666665,10.0,25.0,59204.49999999999,1895.6666666666663,181.608,27260.0,32.0,891.0,34.0,12.0
73,2024-08-01 12:10:00,70.33333333333333,1066.0,84574.0,19770.0,200.0,0.0,32470.0,0.9847412109375,11000.0,397.0,2163.0,10.0,25.0,59205.0,1843.0,181.608,27260.0,32.0,927.0,24.0,12.0
74,2024-08-01 12:20:00,69.83333333333333,1058.732142857143,84574.0,20595.0,100.0,0.0,32470.0,0.9847412109375,11200.0,481.32142857142856,2677.714285714286,10.375,25.0,59205.389285714286,1831.642857142857,181.608,27260.0,32.0,995.0,23.0,12.0
75,2024-08-01 12:30:00,68.0,1060.0,84574.0,21480.0,100.0,0.0,32470.0,0.9847412109375,11800.0,520.0,2916.0,12.0,25.0,59205.8,1855.0,181.608,27260.0,32.0,607.0,36.0,12.0
76,2024-08-01 12:40:00,63.46666666666667,1062.6,84574.0,22360.666666666668,0.0,0.0,32470.0,0.9847412109375,12200.0,445.6,2462.9333333333334,12.0,25.0,59206.253333333334,1857.4,181.608,27260.0,32.0,707.0,35.0,12.0
77,2024-08-01 12:50:00,61.88888888888889,1056.5833333333333,84574.0,23035.833333333332,0.0,0.0,32470.0,0.9847412109375,12500.0,375.75,2041.4166666666663,12.0,25.0,59206.558333333334,1852.8333333333337,181.608,27260.0,32.0,621.0,28.0,12.0
78,2024-08-01 13:00:00,73.33333333333333,1074.0,84575.0,23990.0,100.0,0.0,32470.0,0.9847412109375,13000.0,497.0,2782.0,13.0,25.0,59207.0,1756.0,181.608,27260.0,32.0,1032.0,37.0,13.0
79,2024-08-01 13:10:00,71.1111111111111,1033.0,84577.0,24870.0,100.0,0.0,32470.0,0.9847412109375,13400.0,506.33333333333337,2749.0,13.0,25.0,59207.46666666667,1795.6666666666663,181.608,27260.0,32.0,885.0,25.0,13.0
80,2024-08-01 13:20:00,67.5,1040.5,84577.0,25765.0,0.0,0.0,32470.0,0.9847412109375,13900.0,419.0,2241.5,13.0,25.0,59207.90000000001,1806.5,181.608,27260.0,32.0,455.0,20.0,13.0
81,2024-08-01 13:30:00,58.0,1031.6666666666667,84577.0,26316.666666666664,0.0,0.0,32470.0,0.9847412109375,14200.0,312.33333333333337,1640.0,15.0,25.0,59208.2,1835.6666666666663,181.608,27260.0,32.0,396.0,34.0,13.0
82,2024-08-01 13:40:00,59.833333333333336,1039.75,84577.0,26985.0,0.0,0.0,32470.0,0.9847412109375,14500.0,354.5,1890.25,15.0,25.0,59208.525,1834.25,181.608,27260.0,32.0,385.0,39.0,13.0
83,2024-08-01 13:50:00,64.83333333333333,1036.0,84577.0,27725.0,0.0,0.0,32470.0,0.9847412109375,14800.0,431.0,2321.5,15.0,25.0,59208.85,1830.0,181.608,27260.0,32.0,752.0,31.0,13.0
84,2024-08-01 14:00:00,59.5,1037.0,84577.66666666667,28236.666666666664,50.0,0.0,32470.0,0.9847412109375,15150.0,362.5,1924.75,15.5,25.0,59209.22666666667,1839.25,181.608,27260.0,32.5,625.0,28.5,13.5
85,2024-08-01 14:10:00,54.166666666666664,1038.0,84580.0,28905.0,100.0,0.0,32470.0,0.9847412109375,15500.0,294.0,1528.0,16.0,25.0,59209.5,1848.5,181.608,27260.0,33.0,498.0,26.0,14.0
86,2024-08-01 14:20:00,53.55555555555556,1036.3333333333333,84580.0,29535.0,66.66666666666667,0.0,32470.0,0.9847412109375,15800.0,286.0,1483.0,16.666666666666668,25.0,59209.85,1868.3333333333333,181.608,27260.0,32.666666666666664,476.6666666666667,23.0,14.0
87,2024-08-01 14:30:00,52.94444444444444,1034.6666666666667,84580.0,30139.166666666664,33.333333333333336,0.0,32470.0,0.9847412109375,16100.0,278.0,1438.0,17.333333333333332,25.0,59210.191666666666,1888.1666666666667,181.608,27260.0,32.333333333333336,455.3333333333333,20.0,14.0
88,2024-08-01 14:40:00,52.333333333333336,1033.0,84580.0,30710.0,0.0,0.0,32470.0,0.9847412109375,16400.0,270.0,1393.0,18.0,25.0,59210.4,1908.0,181.608,27260.0,32.0,434.0,17.0,14.0
89,2024-08-01 14:50:00,49.0,1028.5,84580.0,31102.5,0.0,0.0,32470.0,0.9847412109375,16600.0,202.0,1022.0,18.5,25.0,59210.625,1918.0,181.608,27260.0,32.0,328.5,18.0,14.0
90,2024-08-01 15:00:00,45.666666666666664,1024.0,84581.0,31410.0,0.0,0.0,32470.0,0.9847412109375,16800.0,134.0,651.0,19.0,25.0,59210.8,1928.0,181.608,27260.0,32.0,223.0,19.0,14.0
91,2024-08-01 15:10:00,48.333333333333336,1034.5,84582.0,31690.0,0.0,0.0,32470.0,0.9847412109375,16900.0,159.0,806.0,19.0,25.0,59210.90000000001,1955.5,181.608,27260.0,32.0,285.0,15.0,15.0
92,2024-08-01 15:20:00,49.66666666666667,1037.25,84582.0,31986.666666666664,0.0,0.0,32470.0,0.9847412109375,17050.0,186.5,969.5,19.5,25.0,59211.100000000006,1948.75,181.608,27260.0,32.0,313.5,17.5,15.0
93,2024-08-01 15:30:00,51.0,1040.0,84582.0,32400.0,0.0,0.0,32470.0,0.9847412109375,17200.0,214.0,1133.0,20.0,25.0,59211.2,1942.0,181.608,27260.0,32.0,342.0,20.0,15.0
94,2024-08-01 15:40:00,50.0,863.0,84582.0,32730.0,0.0,0.0,25380.0,0.9847412109375,17350.0,175.0,918.5,16.5,19.0,59211.399999999994,1631.5,151.34,27260.0,32.0,320.0,19.0,15.0
95,2024-08-01 15:50:00,49.0,686.0,56225.0,22280.0,0.0,0.0,18290.0,0.9847412109375,17500.0,136.0,704.0,13.0,13.0,39850.6,1321.0,121.072,17693.0,32.0,298.0,18.0,15.0
96,2024-08-01 16:00:00,47.833333333333336,1018.0,84583.0,33420.0,100.0,0.0,32470.0,0.9847412109375,17800.0,161.5,808.5,21.0,25.0,59211.8,1931.0,181.608,27260.0,32.0,273.0,27.0,16.0
97,2024-08-01 16:10:00,48.416666666666664,1020.6666666666666,84584.0,33713.333333333336,50.0,0.0,32470.0,0.9847412109375,17900.0,176.75,896.0833333333334,21.0,25.0,59211.833333333336,1940.3333333333333,181.608,27260.0,32.0,281.5,27.0,16.0
98,2024-08-01 16:20:00,49.0,1023.3333333333331,84584.0,34030.0,0.0,0.0,32470.0,0.9847412109375,18000.0,192.0,983.6666666666669,21.0,25.0,59212.0,1949.6666666666663,181.608,27260.0,32.0,290.0,27.0,16.0
99,2024-08-01 16:30:00,47.583333333333336,1023.4583333333331,84584.0,34406.666666666664,0.0,0.0,32470.0,0.9847412109375,18100.0,157.75,798.5416666666667,22.0,25.0,59212.17083333334,1934.875,181.608,27260.0,32.0,244.0,25.0,16.0
100,2024-08-01 16:40:00,44.79166666666667,1045.9791666666663,56226.0,23020.0,0.0,72.0,32470.0,0.656494140625,18250.0,102.375,516.7708333333334,22.0,25.0,39851.16666666667,2091.4375,181.608,17693.0,32.0,222.5,25.0,16.0
101,2024-08-01 16:50:00,42.0,1068.5,84584.0,34860.0,0.0,144.0,32470.0,0.3282470703125,18400.0,47.0,235.0,22.0,25.0,59212.40000000001,2248.0,181.608,27260.0,32.0,201.0,25.0,16.0
102,2024-08-01 17:00:00,49.611111111111114,1056.3333333333333,84584.33333333333,35138.333333333336,100.0,0.0,32470.0,0.9847412109375,18500.0,121.33333333333334,621.5,23.0,25.0,59212.53333333333,1945.6666666666663,181.608,27262.0,32.0,181.0,22.0,17.0
103,2024-08-01 17:10:00,46.72222222222222,1061.0,84586.0,35453.333333333336,0.0,0.0,32470.0,0.9847412109375,18600.0,94.66666666666669,473.66666666666663,23.0,25.0,59212.6,1948.8333333333337,181.608,27262.0,32.0,142.0,27.0,17.0
104,2024-08-01 17:20:00,46.666666666666664,1059.0,84586.0,35690.0,0.0,0.0,32470.0,0.9847412109375,18600.0,77.0,379.0,23.0,25.0,59212.6,1937.0,181.608,27262.0,32.0,121.0,21.0,17.0
105,2024-08-01 17:30:00,51.0,1057.5,84586.0,36080.0,0.0,0.0,32470.0,0.9847412109375,18700.0,69.0,339.0,24.0,25.0,59212.7,1924.5,181.608,27262.0,31.0,99.0,12.0,17.0
106,2024-08-01 17:40:00,50.1,1059.6,84586.0,36408.0,0.0,0.0,32470.0,0.9847412109375,18700.0,61.4,286.1,24.0,25.0,59212.75,1908.2,181.608,27262.0,31.0,85.0,24.0,17.0
107,2024-08-01 17:50:00,47.666666666666664,1070.5,84586.0,36675.0,0.0,0.0,32470.0,0.9847412109375,18900.0,50.0,203.0,24.0,25.0,59212.899999999994,1881.0,181.608,27262.0,31.0,64.0,25.0,17.0
108,2024-08-01 18:00:00,46.5,1065.9166666666667,84586.0,36870.0,0.0,0.0,32470.0,0.9847412109375,18900.0,45.666666666666664,165.83333333333331,24.5,25.0,59212.899999999994,1868.3333333333333,181.608,27262.0,31.0,50.0,21.5,17.5
109,2024-08-01 18:10:00,45.333333333333336,1061.3333333333333,84588.0,37060.0,0.0,0.0,32470.0,0.9847412109375,18900.0,41.333333333333336,128.66666666666666,25.0,25.0,59212.899999999994,1855.6666666666663,181.608,27262.0,31.0,36.0,18.0,18.0
110,2024-08-01 18:20:00,44.0,1061.5,84588.0,37170.0,0.0,0.0,32470.0,0.9847412109375,18900.0,36.0,76.5,25.0,25.0,59212.899999999994,1793.0,181.608,27262.0,31.0,22.0,24.0,18.0
111,2024-08-01 18:30:00,43.5,1052.5,84588.0,37230.0,0.0,0.0,32470.0,0.9847412109375,18900.0,33.0,38.5,26.0,25.0,59212.899999999994,1735.0,181.608,27262.0,31.0,10.0,15.0,18.0
112,2024-08-01 18:40:00,42.111111111111114,1055.3333333333333,84588.0,37260.0,0.0,0.0,32470.0,0.6017862955729166,18900.0,18.666666666666668,3.3333333333333335,26.0,25.0,59212.899999999994,1729.5,181.608,27262.0,30.0,0.0,20.0,18.0
113,2024-08-01 18:50:00,31.583333333333336,791.5,84588.0,37260.0,0.0,54.75,32470.0,0.4513397216796874,18900.0,14.000000000000002,2.5,26.0,25.0,59212.899999999994,1297.125,136.20600000000002,27262.0,28.75,0.0,21.0,18.25
114,2024-08-01 19:00:00,21.055555555555557,527.6666666666666,84588.0,37260.0,0.0,109.5,32470.0,0.3008931477864583,18900.0,9.333333333333334,1.6666666666666667,26.0,25.0,59212.899999999994,864.75,90.80400000000002,27262.0,27.5,0.0,22.0,18.5
115,2024-08-01 19:10:00,10.52777777777778,263.8333333333333,84588.0,37260.0,0.0,164.25,32470.0,0.1504465738932291,18900.0,4.666666666666668,0.8333333333333335,26.0,25.0,59212.899999999994,432.37500000000006,45.402000000000015,27262.0,26.25,0.0,23.0,18.75
116,2024-08-01 19:20:00,0.0,0.0,84588.0,37260.0,0.0,219.0,32470.0,0.0,18900.0,0.0,0.0,26.0,25.0,59212.899999999994,0.0,0.0,27262.0,25.0,0.0,24.0,19.0
117,2024-08-01 19:30:00,0.0,0.0,84588.0,37260.0,0.0,219.0,32470.0,0.0,18900.0,0.0,0.0,26.0,25.0,59212.899999999994,0.0,0.0,27262.0,24.0,0.0,13.0,19.0
