total_Accumulated Export Energy,total_grid_connections,total_net_frequency_Hz,average_average_cosphii_percent,total_time_run_today_h,total_last_active_fault,total_output_power_kW,average_temperature_C,total_todays_energy_kWh,total_DC_voltage_DCV,total_yesterdays_energy_kWh,total_net_AC_voltage_V,total_time_run_yesterday_h,total_Export Energy,total_time_run_total_h,total_output_current_A,total_energy_counter_MWh,WMS 01 ambient_temperature,WMS 01 irradiance,WMS 01 wind_speed,hour
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,28.0,0.0,19.0,0.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,28.0,0.0,22.0,0.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,28.0,0.0,21.0,0.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,28.0,0.0,27.0,0.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,28.0,0.0,21.0,0.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,28.0,0.0,17.0,0.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,28.0,0.0,24.0,1.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,28.0,0.0,28.0,1.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,27.0,0.0,19.0,1.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,27.0,0.0,16.0,1.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,27.0,0.0,15.0,1.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,27.0,0.0,16.0,1.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,27.0,0.0,27.0,2.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,27.0,0.0,22.0,2.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,27.0,0.0,20.0,2.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,27.0,0.0,23.0,2.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,27.0,0.0,12.0,2.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,27.0,0.0,15.0,2.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,27.0,0.0,17.0,2.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,27.0,0.0,12.0,3.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,27.0,0.0,28.0,3.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,27.0,0.0,20.0,3.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,27.0,0.0,13.0,3.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,27.0,0.0,18.0,3.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,27.0,0.0,14.0,4.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,26.0,0.0,22.0,4.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,26.0,0.0,9.0,4.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,26.0,0.0,19.0,4.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,26.0,0.0,21.0,4.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,26.0,0.0,24.0,4.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,26.0,0.0,21.0,4.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,26.0,0.0,13.0,5.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,26.0,0.0,15.0,5.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,26.0,0.0,15.0,5.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,26.0,0.0,13.0,5.0
0.0,27256.0,0.0,0.0,25.0,219.0,0.0,0.0,32470.0,0.0,27040.0,0.0,22.0,0.0,84561.0,0.0,59194.0,26.0,0.0,22.0,5.0
0.0,27256.0,161.42933333333335,0.0,0.0,0.0,0.0,25.0,0.0,1540.3333333333333,32470.0,922.0,25.0,0.0,84561.0,0.0,59194.0,26.0,0.0,17.0,6.0
0.0,27256.0,181.608,0.0,0.0,0.0,0.0,29.333333333333332,0.0,2036.0,32470.0,1030.0,25.0,0.0,84561.0,0.0,59194.0,26.0,5.0,16.0,6.0
0.0,27256.0,181.608,0.9847412109375,0.0,0.0,53.16666666666667,30.222222222222225,0.0,1732.5,32470.0,1036.0,25.0,0.0,84561.0,33.166666666666664,59194.0,26.0,16.0,11.0,6.0
0.0,27256.0,181.608,0.9847412109375,0.0,0.0,108.33333333333334,31.444444444444443,0.0,1815.3333333333335,32470.0,1030.0,25.0,0.0,84561.0,38.333333333333336,59194.0,26.0,32.0,14.0,6.0
100.0,27256.0,181.608,0.9847412109375,0.0,0.0,191.0,32.0,0.0,1889.0,32470.0,1021.0,25.0,0.0,84561.0,48.0,59194.1,26.0,45.0,19.0,6.0
100.0,27256.0,181.608,0.9847412109375,0.0,0.0,309.6666666666667,33.22222222222222,0.0,2004.8333333333335,32470.0,1029.0,25.0,0.0,84561.0,65.83333333333334,59194.1,26.0,73.0,20.0,6.0
100.0,27256.0,181.608,0.9847412109375,0.0,146.0,369.0,34.333333333333336,0.0,2116.0,32470.0,1035.0,25.0,0.0,84561.0,75.0,59194.1,26.0,98.0,20.0,7.0
200.0,27256.0,181.608,0.9847412109375,0.0,0.0,420.0666666666666,35.24444444444445,0.0,2050.0666666666666,32470.0,1036.9333333333334,25.0,0.0,84561.0,83.93333333333334,59194.23333333333,26.0,107.0,18.0,7.0
300.0,27256.0,181.608,0.9847412109375,0.0,0.0,437.5,36.166666666666664,0.0,2035.5,32470.0,1058.0,25.0,0.0,84561.0,84.5,59194.299999999996,27.0,119.0,10.0,7.0
400.0,27256.0,181.608,0.9847412109375,0.0,0.0,486.0,37.166666666666664,0.0,2045.5,32470.0,1055.5,25.0,0.0,84561.0,93.0,59194.399999999994,27.0,130.0,18.0,7.0
400.0,27256.0,181.608,0.9847412109375,0.0,0.0,553.0,37.333333333333336,0.0,2041.0,32470.0,1059.5,25.0,0.0,84561.0,109.0,59194.399999999994,27.0,145.0,12.0,7.0
600.0,27256.0,181.608,0.9847412109375,0.0,0.0,803.0,38.333333333333336,0.0,2052.0,32470.0,1060.0,25.0,0.0,84561.0,150.0,59194.600000000006,27.0,189.0,18.0,7.0
700.0,27257.0,181.608,0.9847412109375,0.0,0.0,1179.6,43.166666666666664,150.0,2049.9,32470.0,1049.7,25.0,0.0,84562.0,223.2,59194.7,27.0,240.0,12.0,8.0
1000.0,27257.0,181.608,0.9847412109375,0.0,0.0,1604.0,46.666666666666664,380.0,2016.0,32470.0,1022.0,25.0,0.0,84562.0,306.0,59195.0,27.0,282.0,19.0,8.0
1200.0,27257.2,181.608,0.9847412109375,0.0,0.0,1887.8666666666668,45.199999999999996,624.0,2001.5333333333333,32470.0,1026.1333333333332,25.0,0.0,84562.0,356.26666666666665,59195.28666666667,28.0,372.0,22.0,8.0
1500.0,27260.0,181.608,0.9847412109375,0.0,0.0,1986.25,55.75,1150.0,2000.0,32470.0,1057.5,25.0,0.0,84562.0,365.5,59195.55,28.0,429.0,13.0,8.0
1900.0,27260.0,181.608,0.9847412109375,0.0,0.0,2263.0,55.0,1930.0,1941.0,32470.0,1064.0,25.0,0.0,84562.0,413.0,59195.899999999994,28.0,460.0,31.0,8.0
2200.0,27260.0,181.608,0.9847412109375,0.0,0.0,2475.3333333333335,58.05555555555555,2706.6666666666665,1932.0,32470.0,1066.3333333333333,25.0,0.0,84562.0,446.16666666666663,59196.38333333334,29.0,536.0,16.0,8.0
2800.0,27260.0,181.608,0.9847412109375,1.0,0.0,2684.0,61.77777777777778,3560.0,1907.0,32470.0,1059.6666666666667,25.0,0.0,84563.0,483.66666666666663,59196.8,29.0,597.0,16.0,9.0
3100.0,27260.0,181.608,0.9847412109375,1.0,0.0,2596.9,62.26666666666667,4341.0,1903.4,32470.0,1045.9,25.0,0.0,84565.0,473.8,59197.119999999995,29.0,584.0,19.0,9.0
3700.0,27260.0,181.608,0.9847412109375,1.0,0.0,2607.75,62.75,5247.5,1899.25,32470.0,1044.5,25.0,0.0,84565.0,476.25,59197.7,30.0,626.0,28.0,9.0
4000.0,27260.0,181.608,0.9847412109375,3.0,0.0,2453.0,62.166666666666664,6140.0,1877.0,32470.0,1042.5,25.0,0.0,84565.0,452.0,59198.0,29.0,600.0,11.0,9.0
4500.0,27260.0,181.608,0.9847412109375,3.0,0.0,2511.0,63.333333333333336,7045.0,1870.0,32470.0,1051.0,25.0,0.0,84565.0,457.5,59198.549999999996,30.0,644.0,24.0,9.0
4900.0,27260.0,181.608,0.9847412109375,3.0,0.0,2768.5,66.83333333333333,7895.0,1813.0,32470.0,1048.5,25.0,0.0,84565.0,500.5,59198.899999999994,30.0,741.0,29.0,9.0
5300.0,27260.0,181.608,0.9847412109375,4.0,0.0,2197.25,59.5,8730.0,1861.5,32470.0,1051.0,25.0,0.0,84566.0,404.25,59199.424999999996,31.0,580.0,21.0,10.0
5500.0,27260.0,181.608,0.9847412109375,4.0,0.0,2234.5,59.666666666666664,9247.5,1881.25,32470.0,1048.25,25.0,0.0,84567.75,414.25,59199.7,30.0,585.0,10.0,10.0
6100.0,27260.0,181.608,0.9847412109375,4.0,0.0,2377.0,63.333333333333336,10170.0,1858.0,32470.0,1050.0,25.0,0.0,84568.0,435.0,59200.1,31.0,632.0,21.0,10.0
6400.0,27260.0,181.608,0.9847412109375,6.0,0.0,2375.5333333333338,62.044444444444444,11020.666666666666,1866.9333333333334,32470.0,1043.4,25.0,0.0,84568.0,438.8666666666667,59200.513333333336,31.0,716.0,23.0,10.0
6900.0,27260.0,181.608,0.9847412109375,6.0,0.0,2055.0,57.333333333333336,11725.0,1919.5,32470.0,1050.0,25.0,0.0,84568.0,382.0,59200.9,31.0,587.0,12.0,10.0
7200.0,27260.0,181.608,0.9847412109375,6.0,0.0,2826.8333333333335,69.8888888888889,12643.333333333334,1841.1666666666665,32470.0,1058.1666666666667,25.0,0.0,84568.0,510.0,59201.316666666666,31.0,931.0,16.0,10.0
7700.0,27260.0,181.608,0.9847412109375,7.0,0.0,2247.0,63.166666666666664,13425.0,1859.5,32470.0,1051.0,25.0,0.0,84569.0,413.0,59201.75000000001,31.0,660.0,24.0,11.0
8200.0,27260.0,181.608,0.9847412109375,7.0,0.0,2872.0,67.66666666666667,14270.0,1852.0,32470.0,1052.0,25.0,0.0,84571.0,519.0,59202.2,31.0,850.0,30.0,11.0
8700.0,27260.0,181.608,0.9847412109375,7.0,0.0,2946.0,72.33333333333333,15230.0,1841.0,32470.0,1056.0,25.0,0.0,84571.0,530.0,59202.7,32.0,991.0,39.0,11.0
9200.0,27260.0,181.608,0.9847412109375,9.0,0.0,3177.0,76.0,16300.0,1817.0,32470.0,1058.0,25.0,0.0,84571.0,566.0,59203.2,32.0,1006.0,32.0,11.0
9600.0,27260.0,181.608,0.9847412109375,9.0,0.0,2792.0,71.44444444444444,17220.0,1869.6666666666665,32470.0,1054.6666666666667,25.0,0.0,84571.0,506.33333333333337,59203.66666666667,32.0,878.0,35.0,11.0
9900.0,27260.0,181.608,0.9847412109375,9.75,0.0,2570.45,68.41666666666667,18202.0,1857.05,32470.0,1057.65,25.0,0.0,84571.0,461.35,59204.17,32.0,995.0,29.0,11.0
10500.0,27260.0,181.608,0.9847412109375,10.0,0.0,2459.6666666666665,63.44444444444445,18840.0,1895.6666666666665,32470.0,1067.6666666666667,25.0,0.0,84572.0,443.0,59204.49999999999,32.0,891.0,34.0,12.0
11000.0,27260.0,181.608,0.9847412109375,10.0,0.0,2163.0,70.33333333333333,19770.0,1843.0,32470.0,1066.0,25.0,0.0,84574.0,397.0,59205.0,32.0,927.0,24.0,12.0
11200.0,27260.0,181.608,0.9847412109375,10.375,0.0,2677.714285714286,69.83333333333333,20595.0,1831.642857142857,32470.0,1058.732142857143,25.0,0.0,84574.0,481.32142857142856,59205.389285714286,32.0,995.0,23.0,12.0
11800.0,27260.0,181.608,0.9847412109375,12.0,0.0,2916.0,68.0,21480.0,1855.0,32470.0,1060.0,25.0,0.0,84574.0,520.0,59205.799999999996,32.0,607.0,36.0,12.0
12200.0,27260.0,181.608,0.9847412109375,12.0,0.0,2462.9333333333334,63.46666666666667,22360.666666666668,1857.4,32470.0,1062.6,25.0,0.0,84574.0,445.6,59206.253333333334,32.0,707.0,35.0,12.0
12500.0,27260.0,181.608,0.9847412109375,12.0,0.0,2041.4166666666665,61.88888888888889,23035.833333333332,1852.8333333333335,32470.0,1056.5833333333333,25.0,0.0,84574.0,375.75,59206.558333333334,32.0,621.0,28.0,12.0
13000.0,27260.0,181.608,0.9847412109375,13.0,0.0,2782.0,73.33333333333333,23990.0,1756.0,32470.0,1074.0,25.0,0.0,84575.0,497.0,59207.0,32.0,1032.0,37.0,13.0
13400.0,27260.0,181.608,0.9847412109375,13.0,0.0,2749.0,71.1111111111111,24870.0,1795.6666666666665,32470.0,1033.0,25.0,0.0,84577.0,506.33333333333337,59207.46666666667,32.0,885.0,25.0,13.0
13900.0,27260.0,181.608,0.9847412109375,13.0,0.0,2241.5,67.5,25765.0,1806.5,32470.0,1040.5,25.0,0.0,84577.0,419.0,59207.90000000001,32.0,455.0,20.0,13.0
14200.0,27260.0,181.608,0.9847412109375,15.0,0.0,1640.0,58.0,26316.666666666664,1835.6666666666665,32470.0,1031.6666666666667,25.0,0.0,84577.0,312.33333333333337,59208.200000000004,32.0,396.0,34.0,13.0
14500.0,27260.0,181.608,0.9847412109375,15.0,0.0,1890.25,59.833333333333336,26985.0,1834.25,32470.0,1039.75,25.0,0.0,84577.0,354.5,59208.525,32.0,385.0,39.0,13.0
14800.0,27260.0,181.608,0.9847412109375,15.0,0.0,2321.5,64.83333333333333,27725.0,1830.0,32470.0,1036.0,25.0,0.0,84577.0,431.0,59208.85,32.0,752.0,31.0,13.0
15200.0,27260.0,181.608,0.9847412109375,16.0,0.0,2005.0,59.46666666666667,28383.333333333336,1863.3333333333335,32470.0,1037.7333333333333,25.0,0.0,84578.33333333333,375.2,59209.31333333334,32.0,614.0,28.0,14.0
15500.0,27260.0,181.608,0.9847412109375,16.0,0.0,1528.0,54.166666666666664,28905.0,1848.5,32470.0,1038.0,25.0,0.0,84580.0,294.0,59209.5,33.0,498.0,26.0,14.0
15800.0,27260.0,181.608,0.9847412109375,16.0,0.0,2132.5,60.666666666666664,29535.0,1866.5,32470.0,1046.0,25.0,0.0,84580.0,394.0,59209.85,33.0,706.0,18.0,14.0
16100.0,27260.0,181.608,0.9847412109375,18.0,0.0,1713.0,56.638888888888886,30139.166666666664,1845.4166666666665,32470.0,1044.5,25.0,0.0,84580.0,323.5,59210.191666666666,33.0,429.0,26.0,14.0
16400.0,27260.0,181.608,0.9847412109375,18.0,0.0,1393.0,52.333333333333336,30710.0,1908.0,32470.0,1033.0,25.0,0.0,84580.0,270.0,59210.4,32.0,434.0,17.0,14.0
16600.0,27260.0,181.608,0.9847412109375,18.25,0.0,1292.0833333333333,51.77777777777778,31102.5,1891.25,32470.0,1032.0,25.0,0.0,84580.0,254.91666666666669,59210.625,32.0,437.0,22.0,14.0
16800.0,27260.0,181.608,0.9847412109375,19.0,0.0,651.0,45.666666666666664,31410.0,1928.0,32470.0,1024.0,25.0,0.0,84581.0,134.0,59210.8,32.0,223.0,19.0,14.0
16900.0,27260.0,181.608,0.9847412109375,19.0,0.0,806.0,48.333333333333336,31690.0,1955.5,32470.0,1034.5,25.0,0.0,84582.0,159.0,59210.90000000001,32.0,285.0,15.0,15.0
17000.0,27260.0,181.608,0.9847412109375,19.0,0.0,1078.3333333333333,51.0,31986.666666666664,1934.0,32470.0,1038.6666666666665,25.0,0.0,84582.0,205.33333333333331,59211.100000000006,32.0,351.0,30.0,15.0
17200.0,27260.0,181.608,0.9847412109375,20.0,0.0,1133.0,51.0,32400.0,1942.0,32470.0,1040.0,25.0,0.0,84582.0,214.0,59211.200000000004,32.0,342.0,20.0,15.0
17400.0,27260.0,181.608,0.9847412109375,20.0,0.0,866.8333333333333,48.833333333333336,32730.0,1955.1666666666665,32470.0,1026.8333333333333,25.0,0.0,84582.0,170.5,59211.399999999994,32.0,291.0,24.0,15.0
17500.0,27260.0,181.608,0.9847412109375,20.0,0.0,1036.3333333333333,50.5,33081.666666666664,1972.5,32470.0,1024.8333333333333,25.0,0.0,84582.0,201.5,59211.5,32.0,298.0,18.0,15.0
17800.0,27260.0,181.608,0.9847412109375,21.0,0.0,808.5,47.833333333333336,33420.0,1931.0,32470.0,1018.0,25.0,0.0,84583.0,161.5,59211.799999999996,32.0,273.0,27.0,16.0
17800.0,27260.0,181.608,0.9847412109375,21.0,0.0,832.0,48.44444444444445,33713.333333333336,1930.3333333333335,32470.0,1020.6666666666667,25.0,0.0,84584.0,164.33333333333334,59211.833333333336,32.0,265.0,21.0,16.0
18000.0,27260.0,181.608,0.9847412109375,21.0,0.0,983.6666666666667,49.0,34030.0,1949.6666666666665,32470.0,1023.3333333333333,25.0,0.0,84584.0,192.0,59212.0,32.0,290.0,27.0,16.0
18100.0,27260.0,181.608,0.9847412109375,22.0,0.0,798.5416666666667,47.583333333333336,34406.666666666664,1934.875,32470.0,1023.4583333333333,25.0,0.0,84584.0,157.75,59212.17083333334,32.0,244.0,25.0,16.0
18300.0,27260.0,181.608,0.9847412109375,22.0,0.0,676.875,46.25,34660.0,1952.875,32470.0,1025.125,25.0,0.0,84584.0,138.75,59212.3875,32.0,198.0,30.0,16.0
18400.0,27260.0,181.608,0.3282470703125,22.0,144.0,235.0,42.0,34860.0,2248.0,32470.0,1068.5,25.0,0.0,84584.0,47.0,59212.40000000001,32.0,201.0,25.0,16.0
18500.0,27262.0,181.608,0.9847412109375,23.0,0.0,621.5,49.611111111111114,35138.333333333336,1945.6666666666665,32470.0,1056.3333333333333,25.0,0.0,84584.33333333333,121.33333333333334,59212.53333333333,32.0,181.0,22.0,17.0
18600.0,27262.0,181.608,0.9847412109375,23.0,0.0,473.66666666666663,46.72222222222222,35453.333333333336,1948.8333333333335,32470.0,1061.0,25.0,0.0,84586.0,94.66666666666667,59212.6,32.0,142.0,27.0,17.0
18600.0,27262.0,181.608,0.9847412109375,23.0,0.0,379.0,46.666666666666664,35690.0,1937.0,32470.0,1059.0,25.0,0.0,84586.0,77.0,59212.6,32.0,121.0,21.0,17.0
18700.0,27262.0,181.608,0.9847412109375,24.0,0.0,339.0,51.0,36080.0,1924.5,32470.0,1057.5,25.0,0.0,84586.0,69.0,59212.700000000004,31.0,99.0,12.0,17.0
18700.0,27262.0,181.608,0.9847412109375,24.0,0.0,286.1,50.1,36408.0,1908.2,32470.0,1059.6,25.0,0.0,84586.0,61.4,59212.75,31.0,85.0,24.0,17.0
18900.0,27262.0,181.608,0.9847412109375,24.0,0.0,203.0,47.666666666666664,36675.0,1881.0,32470.0,1070.5,25.0,0.0,84586.0,50.0,59212.899999999994,31.0,64.0,25.0,17.0
18900.0,27262.0,181.608,0.9847412109375,25.0,0.0,181.0,46.666666666666664,36870.0,1886.0,32470.0,1054.0,25.0,0.0,84586.0,48.0,59212.899999999994,31.0,56.0,19.0,17.0
18900.0,27262.0,181.608,0.9847412109375,25.0,0.0,128.66666666666666,45.333333333333336,37060.0,1855.6666666666665,32470.0,1061.3333333333333,25.0,0.0,84588.0,41.333333333333336,59212.899999999994,31.0,36.0,18.0,18.0
18900.0,27262.0,181.608,0.9847412109375,25.0,0.0,76.5,44.0,37170.0,1793.0,32470.0,1061.5,25.0,0.0,84588.0,36.0,59212.899999999994,31.0,22.0,24.0,18.0
18900.0,27262.0,181.608,0.9847412109375,26.0,0.0,38.5,43.5,37230.0,1735.0,32470.0,1052.5,25.0,0.0,84588.0,33.0,59212.899999999994,31.0,10.0,15.0,18.0
18900.0,27262.0,181.608,0.6017862955729166,26.0,0.0,3.3333333333333335,42.111111111111114,37260.0,1729.5,32470.0,1055.3333333333333,25.0,0.0,84588.0,18.666666666666668,59212.899999999994,30.0,0.0,20.0,18.0
18900.0,27262.0,118.852,0.0,26.0,219.0,0.0,8.0,37260.0,945.0,32470.0,7.8,25.0,0.0,84588.0,0.0,59212.899999999994,30.0,0.0,13.0,18.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,30.0,0.0,22.0,18.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,28.0,0.0,30.0,19.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,25.0,0.0,24.0,19.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,24.0,0.0,13.0,19.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,24.0,0.0,32.0,19.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,23.0,0.0,18.0,19.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,24.0,0.0,7.0,20.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,24.0,0.0,6.0,20.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,24.0,0.0,7.0,20.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,24.0,0.0,8.0,20.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,25.0,0.0,5.0,20.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,25.0,0.0,7.0,20.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,25.0,0.0,6.0,20.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,26.0,0.0,6.0,21.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,26.0,0.0,7.0,21.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,27.0,3.0,11.0,21.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,27.0,4.0,13.0,21.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,28.0,1.0,18.0,21.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,28.0,0.0,16.0,22.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,28.0,0.0,13.0,22.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,28.0,0.0,22.0,22.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,28.0,0.0,20.0,22.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,28.0,0.0,13.0,22.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,28.0,0.0,14.0,22.0
18900.0,27262.0,0.0,0.0,26.0,219.0,0.0,0.0,37260.0,0.0,32470.0,0.0,25.0,0.0,84588.0,0.0,59212.899999999994,28.0,0.0,22.0,23.0
